[root@monkey-3 etcd-v3.1.8-linux-amd64]# ./etcd --name monkey2 --initial-advertise-peer-urls http://172.16.6.58:2380 \
>   --listen-peer-urls http://172.16.6.58:2380 \
>   --listen-client-urls http://172.16.6.58:2379,http://127.0.0.1:2379 \
>   --advertise-client-urls http://172.16.6.58:2379 \
>   --initial-cluster-token etcd-cluster-1 \
>   --initial-cluster monkey0=http://172.16.6.43:2380,monkey1=http://172.16.6.170:2380,monkey2=http://172.16.6.58:2380 \
>   --initial-cluster-state new
2017-05-23 07:28:26.487257 I | etcdmain: etcd Version: 3.1.8
2017-05-23 07:28:26.544168 I | rafthttp: established a TCP streaming connection with peer 75434e19a6586fc2 (stream Message reader)
2017-05-23 07:28:26.544734 I | rafthttp: established a TCP streaming connection with peer e023116dcc92bf04 (stream Message reader)
2017-05-23 07:28:26.544819 I | raft: db1fc1144eff6ac6 [term: 1] received a MsgHeartbeat message with higher term from e023116dcc92bf04 [term: 8]
2017-05-23 07:28:26.544860 I | raft: db1fc1144eff6ac6 became follower at term 8
2017-05-23 07:28:26.544893 I | raft: raft.node: db1fc1144eff6ac6 elected leader e023116dcc92bf04 at term 8
2017-05-23 07:28:26.545227 I | etcdserver/membership: added member 75434e19a6586fc2 [http://172.16.6.170:2380] to cluster dcc781a00a101aaf
2017-05-23 07:28:26.545516 I | etcdserver/membership: added member db1fc1144eff6ac6 [http://172.16.6.58:2380] to cluster dcc781a00a101aaf
2017-05-23 07:28:26.545613 I | rafthttp: established a TCP streaming connection with peer 75434e19a6586fc2 (stream MsgApp v2 writer)
2017-05-23 07:28:26.545738 I | rafthttp: established a TCP streaming connection with peer e023116dcc92bf04 (stream MsgApp v2 reader)
2017-05-23 07:28:26.545956 I | etcdserver/membership: added member e023116dcc92bf04 [http://172.16.6.43:2380] to cluster dcc781a00a101aaf
2017-05-23 07:28:26.548174 N | etcdserver/membership: set the initial cluster version to 3.0
2017-05-23 07:28:26.548235 I | etcdserver/api: enabled capabilities for version 3.0
2017-05-23 07:28:26.549357 I | embed: ready to serve client requests
2017-05-23 07:28:26.549547 E | etcdmain: forgot to set Type=notify in systemd service file?
2017-05-23 07:28:26.549575 I | embed: ready to serve client requests
2017-05-23 07:28:26.549984 N | embed: serving insecure client requests on 127.0.0.1:2379, this is strongly discouraged!
2017-05-23 07:28:26.550150 N | embed: serving insecure client requests on 172.16.6.58:2379, this is strongly discouraged!
2017-05-23 07:28:26.550306 I | etcdserver: published {Name:monkey2 ClientURLs:[http://172.16.6.58:2379]} to cluster dcc781a00a101aaf
2017-05-23 07:28:26.578431 I | rafthttp: established a TCP streaming connection with peer e023116dcc92bf04 (stream MsgApp v2 writer)
2017-05-23 07:28:29.876064 N | etcdserver/membership: updated the cluster version from 3.0 to 3.1
2017-05-23 07:28:29.876433 I | etcdserver/api: enabled capabilities for version 3.1
